Weight	Nested	Procedure	Level	BranchSide	MemoryExpression	TaskExpression	TaskAns	DiffPosi1	WithinCorrect1	DiffPosi2	WithinCorrect2	ExchSymb	Trigger	RandPeriod
1		stimproc	0	N	1()(4-+2)3+	1()(4-+2)3+	2	-1	-1	-1	-1	-1	1	2857
1		stimproc	1	L	3)4+2(-)(+1	3)4+2(-)(+1	2	-1	-1	-1	-1	-1	2	5000
1		stimproc	2	L	)(4+2)-1(+3	)(4+2)-1(+3	2	-1	-1	-1	-1	-1	4	4857
1		stimproc	3	L	((4+2)-1)+3	((4+2)-1)+3	2	-1	-1	-1	-1	-1	6	2714
1		stimproc	0	N	2-+()3)+1(4	2-+()3)+1(4	2	-1	-1	-1	-1	-1	1	3524
1		stimproc	1	R	)2(+-)4+1(3	)2(+-)4+1(3	2	-1	-1	-1	-1	-1	3	2000
1		stimproc	2	R	-3)2+(4+1)(	-3)2+(4+1)(	2	-1	-1	-1	-1	-1	5	4952
1		stimproc	3	R	3-(2+(4+1))	3-(2+(4+1))	2	-1	-1	-1	-1	-1	7	2905
1		stimproc	0	N	+3)2)4+(1-(	+3)2)4+(1-(	2	-1	-1	-1	-1	-1	1	2476
1		stimproc	1	L	))2-4(1(+3+	))2-4(1(+3+	2	-1	-1	-1	-1	-1	2	3857
1		stimproc	2	L	)(2-4)+3(+1	)(2-4)+3(+1	2	-1	-1	-1	-1	-1	4	4571
1		stimproc	3	L	((2-4)+3)+1	((2-4)+3)+1	2	-1	-1	-1	-1	-1	6	3810
1		stimproc	0	N	4)2)1(+-+(3	4)2)1(+-+(3	2	-1	-1	-1	-1	-1	1	3381
1		stimproc	1	R	+()-3)4+2(1	+()-3)4+2(1	2	-1	-1	-1	-1	-1	3	4667
1		stimproc	2	R	1+)3-(4+2)(	1+)3-(4+2)(	2	-1	-1	-1	-1	-1	5	2952
1		stimproc	3	R	1+(3-(4+2))	1+(3-(4+2))	2	-1	-1	-1	-1	-1	7	2190
1		stimproc	0	N	-1)+2+)(3(4	-1)+2+)(3(4	2	-1	-1	-1	-1	-1	1	3905
1		stimproc	1	L	3)2+1(+)(4-	3)2+1(+)(4-	2	-1	-1	-1	-1	-1	2	3048
1		stimproc	2	L	)(2+1)+3(4-	)(2+1)+3(4-	2	-1	-1	-1	-1	-1	4	2810
1		stimproc	3	L	((2+1)+3)-4	((2+1)+3)-4	2	-1	-1	-1	-1	-1	6	3619
1		stimproc	0	N	4)2)+1-+3((	4)2)+1-+3((	2	-1	-1	-1	-1	-1	1	2048
1		stimproc	1	R	-2()+)1+3(4	-2()+)1+3(4	2	-1	-1	-1	-1	-1	3	2571
1		stimproc	2	R	+2)4-(1+3)(	+2)4-(1+3)(	2	-1	-1	-1	-1	-1	5	2619
1		stimproc	3	R	2+(4-(1+3))	2+(4-(1+3))	2	-1	-1	-1	-1	-1	7	4905
1		stimproc	0	N	4))(1(2-+3+	4))(1(2-+3+	2	-1	-1	-1	-1	-1	1	4190
1		stimproc	1	L	))3+4(1+-2(	))3+4(1+-2(	2	-1	-1	-1	-1	-1	2	2667
1		stimproc	2	L	)(3+4)-2(+1	)(3+4)-2(+1	2	-1	-1	-1	-1	-1	4	4381
1		stimproc	3	L	((3+4)-2)+1	((3+4)-2)+1	2	-1	-1	-1	-1	-1	6	4000
