Weight	Nested	Procedure	Level	BranchSide	MemoryExpression	TaskExpression	TaskAns	DiffPosi1	WithinCorrect1	DiffPosi2	WithinCorrect2	ExchSymb	Trigger	RandPeriod
1		stimproc	0	N	-4)+3)(1+(2	-4)+3)(1+(2	2	-1	-1	-1	-1	-1	1	3857
1		stimproc	1	R	-)1+()3+2(4	-)1+()3+2(4	2	-1	-1	-1	-1	-1	3	2381
1		stimproc	2	R	-1)4+(3+2)(	-1)4+(3+2)(	2	-1	-1	-1	-1	-1	5	3333
1		stimproc	3	R	1-(4+(3+2))	1-(4+(3+2))	2	-1	-1	-1	-1	-1	7	2143
1		stimproc	0	N	1+)4)2-((3+	1+)4)2-((3+	2	-1	-1	-1	-1	-1	1	2238
1		stimproc	1	L	))1-2(4+(+3	))1-2(4+(+3	2	-1	-1	-1	-1	-1	2	4000
1		stimproc	2	L	)(1-2)+3(+4	)(1-2)+3(+4	2	-1	-1	-1	-1	-1	4	2476
1		stimproc	3	L	((1-2)+3)+4	((1-2)+3)+4	2	-1	-1	-1	-1	-1	6	3190
1		stimproc	0	N	-1)2)(4+(3+	-1)2)(4+(3+	2	-1	-1	-1	-1	-1	1	2762
1		stimproc	1	L	4)2+1()3(+-	4)2+1()3(+-	2	-1	-1	-1	-1	-1	2	4857
1		stimproc	2	L	)(2+1)-3(4+	)(2+1)-3(4+	2	-1	-1	-1	-1	-1	4	2571
1		stimproc	3	L	((2+1)-3)+4	((2+1)-3)+4	2	-1	-1	-1	-1	-1	6	3143
1		stimproc	0	N	2)4+-3((+)1	2)4+-3((+)1	2	-1	-1	-1	-1	-1	1	3048
1		stimproc	1	L	))4+2(1-+(3	))4+2(1-+(3	2	-1	-1	-1	-1	-1	2	2190
1		stimproc	2	L	)(4+2)+1(3-	)(4+2)+1(3-	2	-1	-1	-1	-1	-1	4	4190
1		stimproc	3	L	((4+2)+1)-3	((4+2)+1)-3	2	-1	-1	-1	-1	-1	6	4714
1		stimproc	0	N	3()+1-)2(4+	3()+1-)2(4+	2	-1	-1	-1	-1	-1	1	3238
1		stimproc	1	R	4(+-3)2+1()	4(+-3)2+1()	2	-1	-1	-1	-1	-1	3	3000
1		stimproc	2	R	+3)4-(2+1)(	+3)4-(2+1)(	2	-1	-1	-1	-1	-1	5	3952
1		stimproc	3	R	3+(4-(2+1))	3+(4-(2+1))	2	-1	-1	-1	-1	-1	7	2714
1		stimproc	0	N	4)+3+()-2(1	4)+3+()-2(1	2	-1	-1	-1	-1	-1	1	3762
1		stimproc	1	L	1)4+3()2(-+	1)4+3()2(-+	2	-1	-1	-1	-1	-1	2	2905
1		stimproc	2	L	)(4+3)-1(2+	)(4+3)-1(2+	2	-1	-1	-1	-1	-1	4	3810
1		stimproc	3	L	((4+3)-1)+2	((4+3)-1)+2	2	-1	-1	-1	-1	-1	6	2333
1		stimproc	0	N	)1+)(3-+2(4	)1+)(3-+2(4	2	-1	-1	-1	-1	-1	1	4810
1		stimproc	1	R	+)3(+)2-1(4	+)3(+)2-1(4	2	-1	-1	-1	-1	-1	3	4762
1		stimproc	2	R	+3)4+(2-1)(	+3)4+(2-1)(	2	-1	-1	-1	-1	-1	5	4095
1		stimproc	3	R	3+(4+(2-1))	3+(4+(2-1))	2	-1	-1	-1	-1	-1	7	2619
