Weight	Nested	Procedure	Level	BranchSide	MemoryExpression	TaskExpression	TaskAns	DiffPosi1	WithinCorrect1	DiffPosi2	WithinCorrect2	ExchSymb	Trigger	RandPeriod
1		stimproc	1	R	-)4(+)3+1(2	-)4(+)3+1(2	2	-1	-1	-1	-1	-1	3	3857
1		stimproc	2	R	4+)2-(3+1)(	4+)2-(3+1)(	2	-1	-1	-1	-1	-1	5	3571
1		stimproc	3	R	4+(2-(3+1))	4+(2-(3+1))	2	-1	-1	-1	-1	-1	7	4762
1		stimproc	0	N	4)1)(-3+(+2	4)1)(-3+(+2	2	-1	-1	-1	-1	-1	1	4238
1		stimproc	1	L	))4+1(3(-2+	))4+1(3(-2+	2	-1	-1	-1	-1	-1	2	3524
1		stimproc	2	L	)(4+1)+3(2-	)(4+1)+3(2-	2	-1	-1	-1	-1	-1	4	3381
1		stimproc	3	L	((4+1)+3)-2	((4+1)+3)-2	2	-1	-1	-1	-1	-1	6	2619
1		stimproc	0	N	4+-3)2+()(1	4+-3)2+()(1	2	-1	-1	-1	-1	-1	1	4476
1		stimproc	1	L	4)1-3(+(2+)	4)1-3(+(2+)	2	-1	-1	-1	-1	-1	2	3429
1		stimproc	2	L	)(1-3)+4(2+	)(1-3)+4(2+	2	-1	-1	-1	-1	-1	4	2095
1		stimproc	3	L	((1-3)+4)+2	((1-3)+4)+2	2	-1	-1	-1	-1	-1	6	5000
1		stimproc	0	N	3)+(1-)4(+2	3)+(1-)4(+2	2	-1	-1	-1	-1	-1	1	4524
1		stimproc	1	R	+2)+4)3-1((	+2)+4)3-1((	2	-1	-1	-1	-1	-1	3	3762
1		stimproc	2	R	4+)2+(3-1)(	4+)2+(3-1)(	2	-1	-1	-1	-1	-1	5	2524
1		stimproc	3	R	4+(2+(3-1))	4+(2+(3-1))	2	-1	-1	-1	-1	-1	7	2857
1		stimproc	0	N	+-3)1((2+)4	+-3)1((2+)4	2	-1	-1	-1	-1	-1	1	3810
1		stimproc	1	L	))3-2(+4(1+	))3-2(+4(1+	2	-1	-1	-1	-1	-1	2	3667
1		stimproc	2	L	)(3-2)+1(4+	)(3-2)+1(4+	2	-1	-1	-1	-1	-1	4	4048
1		stimproc	3	L	((3-2)+1)+4	((3-2)+1)+4	2	-1	-1	-1	-1	-1	6	4905
