Weight	Nested	Procedure	Level	BranchSide	MemoryExpression	TaskExpression	TaskAns	DiffPosi1	WithinCorrect1	DiffPosi2	WithinCorrect2	ExchSymb	Trigger	RandPeriod
1		stimproc	2	R	2+)3-(4+1)(	2+)3-(4+1)(	2	-1	-1	-1	-1	-1	5	4571
1		stimproc	3	R	2+(3-(4+1))	2+(3-(4+1))	2	-1	-1	-1	-1	-1	7	3619
1		stimproc	0	N	2)1)3+(4(-+	2)1)3+(4(-+	2	-1	-1	-1	-1	-1	1	3000
1		stimproc	1	L	4)1+3((-)+2	4)1+3((-)+2	2	-1	-1	-1	-1	-1	2	3429
1		stimproc	2	L	)(1+3)-4(+2	)(1+3)-4(+2	2	-1	-1	-1	-1	-1	4	2048
1		stimproc	3	L	((1+3)-4)+2	((1+3)-4)+2	2	-1	-1	-1	-1	-1	6	2810
1		stimproc	0	N	4))2+(+1(3-	4))2+(+1(3-	2	-1	-1	-1	-1	-1	1	4619
1		stimproc	1	L	4)1+3()(2+-	4)1+3()(2+-	2	-1	-1	-1	-1	-1	2	3333
1		stimproc	2	L	)(1+3)-2(4+	)(1+3)-2(4+	2	-1	-1	-1	-1	-1	4	4762
1		stimproc	3	L	((1+3)-2)+4	((1+3)-2)+4	2	-1	-1	-1	-1	-1	6	3190
1		stimproc	0	N	3+-1)2)((4+	3+-1)2)((4+	2	-1	-1	-1	-1	-1	1	4143
1		stimproc	1	R	+3-())1+2(4	+3-())1+2(4	2	-1	-1	-1	-1	-1	3	4095
1		stimproc	2	R	3+)4-(1+2)(	3+)4-(1+2)(	2	-1	-1	-1	-1	-1	5	4667
1		stimproc	3	R	3+(4-(1+2))	3+(4-(1+2))	2	-1	-1	-1	-1	-1	7	4952
